level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	6	1	2	10	1278	617	42	42	96	在
5	1	6	1	2	11	1333	617	64	42	96	医
5	1	6	1	2	12	1398	617	77	42	96	师
5	1	6	1	2	13	0	0	2501	3528	95	指
5	1	6	1	2	14	1487	618	42	41	96	导
5	1	6	1	2	15	1539	617	64	42	93	下
5	1	6	1	2	16	1603	616	81	43	93	使
5	1	6	1	2	17	0	0	2501	3528	93	用
5	1	6	1	2	18	1699	645	11	10	95	。
4	1	6	1	3	0	933	672	645	44	-1	
5	1	6	1	3	1	933	672	43	44	96	警
5	1	6	1	3	2	988	675	93	41	96	示
5	1	6	1	3	3	1096	695	7	17	93	语
5	1	6	1	3	4	0	0	2501	3528	66	:
5	1	6	1	3	5	1148	672	93	44	66	对
5	1	6	1	3	6	0	0	2501	3528	96	本
5	1	6	1	3	7	1252	674	39	40	96	品
5	1	6	1	3	8	1305	673	94	42	96	过
5	1	6	1	3	9	0	0	2501	3528	96	敏
5	1	6	1	3	10	1409	673	41	43	96	者
5	1	6	1	3	11	1461	672	90	44	96	禁
5	1	6	1	3	12	0	0	2501	3528	96	用
5	1	6	1	3	13	1568	701	10	10	82	。
4	1	6	1	4	0	461	780	756	52	-1	
5	1	6	1	4	1	461	781	53	49	96	【
5	1	6	1	4	2	515	781	79	50	95	药
5	1	6	1	4	3	605	782	43	49	96	品
5	1	6	1	4	4	660	782	38	50	96	名
5	1	6	1	4	5	699	782	42	49	96	称
5	1	6	1	4	6	0	0	2501	3528	93	】
5	1	6	1	4	7	772	783	49	47	96	通
5	1	6	1	4	8	829	783	46	49	96	用
5	1	6	1	4	9	885	782	95	49	95	名
5	1	6	1	4	10	982	790	30	38	93	称
5	1	6	1	4	11	0	0	2501	3528	83	:
5	1	6	1	4	12	1056	782	76	50	96	骨
5	1	6	1	4	13	1132	780	31	51	87	肽
5	1	6	1	4	14	1173	781	44	51	96	片
4	1	6	1	5	0	773	855	650	51	-1	
5	1	6	1	5	1	773	855	48	50	93	英
5	1	6	1	5	2	828	856	50	49	96	文
5	1	6	1	5	3	886	855	94	51	96	名
5	1	6	1	5	4	982	864	30	38	93	称
5	1	6	1	5	5	0	0	2501	3528	84	:
5	1	6	1	5	6	1053	861	192	40	92	Ossotide
5	1	6	1	5	7	1262	861	161	39	91	Tablets
4	1	6	1	6	0	772	930	516	52	-1	
5	1	6	1	6	1	772	933	74	48	96	汉
5	1	6	1	6	2	846	931	89	51	96	语
5	1	6	1	6	3	941	930	52	51	95	拼
5	1	6	1	6	4	1003	956	8	21	92	音
5	1	6	1	6	5	0	0	2501	3528	82	:
5	1	6	1	6	6	1053	937	122	40	92	Gutai
5	1	6	1	6	7	1190	936	98	41	90	Pian
4	1	6	1	7	0	460	1005	1586	53	-1	
5	1	6	1	7	1	460	1006	81	50	95	【
5	1	6	1	7	2	0	0	2501	3528	82	成
5	1	6	1	7	3	0	0	2501	3528	60	“
5	1	6	1	7	4	660	1007	49	50	83	份
5	1	6	1	7	5	721	1007	19	49	90	】
5	1	6	1	7	6	773	1006	103	51	90	本
5	1	6	1	7	7	889	1007	46	50	96	品
5	1	6	1	7	8	0	0	2501	3528	96	为
5	1	6	1	7	9	949	1007	71	49	96	健
5	1	6	1	7	10	1015	1005	41	51	96	康
5	1	6	1	7	11	1067	1006	51	51	96	猪
5	1	6	1	7	12	1125	1007	78	50	96	或
5	1	6	1	7	13	1204	1006	74	50	96	胎
5	1	6	1	7	14	1278	1008	45	48	96	牛
5	1	6	1	7	15	1325	1006	82	50	96	四
5	1	6	1	7	16	1414	1007	50	50	94	肢
5	1	6	1	7	17	0	0	2501	3528	96	骨
5	1	6	1	7	18	1471	1006	49	50	96	提
5	1	6	1	7	19	1530	1008	50	48	96	取
5	1	6	1	7	20	1588	1006	50	51	96	物
5	1	6	1	7	21	1647	1007	76	50	96	骨
5	1	6	1	7	22	1725	1005	75	52	94	肽
5	1	6	1	7	23	1794	1007	60	50	96	粉
5	1	6	1	7	24	1858	1007	13	51	96	制
5	1	6	1	7	25	1879	1007	50	50	96	成
5	1	6	1	7	26	1943	1007	46	49	96	的
5	1	6	1	7	27	1999	1006	47	52	96	片
4	1	6	1	8	0	773	1079	1307	54	-1	
5	1	6	1	8	1	773	1080	67	51	91	剂
5	1	6	1	8	2	0	0	2501	3528	92	,
5	1	6	1	8	3	885	1080	50	51	80	每
5	1	6	1	8	4	943	1080	47	51	96	片
5	1	6	1	8	5	999	1080	50	50	96	含
5	1	6	1	8	6	1058	1080	73	50	96	多
5	1	6	1	8	7	1134	1079	27	49	95	肽
5	1	6	1	8	8	1170	1079	103	52	96	类
5	1	6	1	8	9	1279	1085	14	45	95	物
5	1	6	1	8	10	1291	1080	74	50	96	质
5	1	6	1	8	11	1366	1080	40	50	93	不
5	1	6	1	8	12	1408	1082	86	48	93	低
5	1	6	1	8	13	1501	1086	21	40	96	于
5	1	6	1	8	14	1527	1086	103	47	73	40mg。
5	1	6	1	8	15	1670	1080	81	51	86	辅
5	1	6	1	8	16	1753	1081	22	50	96	料
5	1	6	1	8	17	1784	1080	44	51	96	为
5	1	6	1	8	18	1838	1081	107	51	96	玉
5	1	6	1	8	19	1951	1082	13	47	96	米
5	1	6	1	8	20	1960	1081	86	50	75	淀
5	1	6	1	8	21	2038	1081	19	50	96	粉
5	1	6	1	8	22	2067	1114	13	13	96	、
4	1	6	1	9	0	772	1154	746	53	-1	
5	1	6	1	9	1	772	1154	105	53	96	糊
5	1	6	1	9	2	888	1189	13	13	96	精
5	1	6	1	9	3	0	0	2501	3528	96	、
5	1	6	1	9	4	941	1156	79	50	72	硬
5	1	6	1	9	5	1023	1156	27	50	70	脂
5	1	6	1	9	6	1057	1156	106	50	96	酸
5	1	6	1	9	7	1172	1189	13	13	96	镁
5	1	6	1	9	8	0	0	2501	3528	96	、
5	1	6	1	9	9	1225	1155	74	51	96	薄
5	1	6	1	9	10	1298	1155	31	50	94	膜
5	1	6	1	9	11	1335	1156	50	49	96	包
5	1	6	1	9	12	1392	1156	85	50	92	衣
5	1	6	1	9	13	1478	1157	16	50	96	剂
5	1	6	1	9	14	1505	1189	13	13	79	。
4	1	6	1	10	0	459	1231	1338	52	-1	
5	1	6	1	10	1	459	1231	81	50	96	【
5	1	6	1	10	2	0	0	2501	3528	85	性
5	1	6	1	10	3	659	1231	50	50	56	“
5	1	6	1	10	4	720	1232	20	49	74	状
5	1	6	1	10	5	0	0	2501	3528	95	】
5	1	6	1	10	6	771	1231	49	51	96	本
5	1	6	1	10	7	831	1232	43	49	96	品
5	1	6	1	10	8	885	1231	69	51	96	为
5	1	6	1	10	9	950	1231	57	51	92	薄
5	1	6	1	10	10	1007	1231	42	51	95	膜
5	1	6	1	10	11	1055	1231	105	51	95	衣
5	1	6	1	10	12	1172	1263	9	15	96	片
5	1	6	1	10	13	0	0	2501	3528	96	,
5	1	6	1	10	14	1226	1231	58	51	96	除
5	1	6	1	10	15	1284	1231	71	50	96	去
5	1	6	1	10	16	1351	1231	33	51	89	濂
5	1	6	1	10	17	1391	1231	49	51	95	膜
5	1	6	1	10	18	1446	1232	49	50	93	衣
5	1	6	1	10	19	1501	1232	61	50	96	后
5	1	6	1	10	20	1563	1232	66	49	96	显
5	1	6	1	10	21	1626	1232	35	51	93	淡
5	1	6	1	10	22	1670	1231	106	51	51	祸
5	1	6	1	10	23	0	0	2501	3528	96	色
5	1	6	1	10	24	1785	1265	12	13	93	。
4	1	6	1	11	0	459	1305	1452	52	-1	
5	1	6	1	11	1	459	1305	81	49	93	【
5	1	6	1	11	2	0	0	2501	3528	87	适
5	1	6	1	11	3	574	1305	112	49	96	应
5	1	6	1	11	4	683	1305	57	49	83	症
5	1	6	1	11	5	0	0	2501	3528	96	】
5	1	6	1	11	6	772	1305	45	50	95	用
5	1	6	1	11	7	827	1307	50	48	96	于
5	1	6	1	11	8	883	1305	52	51	96	骨
5	1	6	1	11	9	940	1305	51	51	96	性
5	1	6	1	11	10	998	1305	62	50	96	关
5	1	6	1	11	11	1059	1305	102	52	96	节
5	1	6	1	11	12	1172	1330	9	24	96	炎
5	1	6	1	11	13	0	0	2501	3528	91	;
5	1	6	1	11	14	1225	1306	103	48	94	风
5	1	6	1	11	15	1338	1339	14	13	86	湿
5	1	6	1	11	16	0	0	2501	3528	96	、
5	1	6	1	11	17	1391	1305	48	51	92	类
5	1	6	1	11	18	1446	1307	70	47	96	风
5	1	6	1	11	19	1510	1307	40	47	79	湿
5	1	6	1	11	20	1557	1305	101	51	96	关
5	1	6	1	11	21	1655	1305	63	51	96	节
5	1	6	1	11	22	1729	1330	9	25	96	炎
5	1	6	1	11	23	0	0	2501	3528	94	;
5	1	6	1	11	24	1781	1306	78	50	95	骨
5	1	6	1	11	25	1854	1306	34	50	96	折
5	1	6	1	11	26	1898	1339	13	13	96	。
4	1	6	1	12	0	459	1380	403	59	-1	
5	1	6	1	12	1	459	1380	81	49	96	【
5	1	6	1	12	2	0	0	2501	3528	76	规
5	1	6	1	12	3	0	0	2501	3528	76	“
5	1	6	1	12	4	659	1380	81	52	91	格
5	1	6	1	12	5	768	1387	94	52	40	】0.38
4	1	6	1	13	0	459	1455	441	51	-1	
5	1	6	1	13	1	459	1456	19	48	96	【
5	1	6	1	13	2	490	1456	47	50	94	用
5	1	6	1	13	3	545	1455	51	49	96	法
5	1	6	1	13	4	603	1456	106	50	96	用
5	1	6	1	13	5	720	1456	20	49	94	量
5	1	6	1	13	6	0	0	2501	3528	94	】
5	1	6	1	13	7	778	1458	71	48	93	口
5	1	6	1	13	8	852	1458	48	48	81	服
4	1	6	1	14	0	813	1529	1238	52	-1	
5	1	6	1	14	1	813	1530	64	50	62	「
5	1	6	1	14	2	887	1537	13	39	96	次
5	1	6	1	14	3	913	1548	46	12	95	1
5	1	6	1	14	4	966	1536	25	40	67	一
5	1	6	1	14	5	0	0	2501	3528	96	2
5	1	6	1	14	6	1000	1529	67	52	96	片
5	1	6	1	14	7	1154	1549	7	4	96	,
5	1	6	1	14	8	1176	1531	34	48	40	日
5	1	6	1	14	9	1222	1531	45	46	96	3
5	1	6	1	14	10	1261	1530	61	50	96	次
5	1	6	1	14	11	0	0	2501	3528	95	。
5	1	6	1	14	12	1363	1530	49	50	95	饭
5	1	6	1	14	13	1417	1531	77	49	96	后
5	1	6	1	14	14	1496	1531	79	50	96	服
5	1	6	1	14	15	1588	1562	9	15	96	用
5	1	6	1	14	16	1644	1536	46	40	90	,15
5	1	6	1	14	17	1697	1530	102	51	92	天
5	1	6	1	14	18	1811	1552	2	2	96	为
5	1	6	1	14	19	1850	1549	8	5	91	一
5	1	6	1	14	20	1865	1530	71	51	82	个
5	1	6	1	14	21	1938	1531	65	50	96	疗
5	1	6	1	14	22	2001	1532	28	46	96	程
5	1	6	1	14	23	2038	1563	13	13	96	。
4	1	6	1	15	0	459	1604	669	52	-1	
5	1	6	1	15	1	459	1605	61	50	96	【
5	1	6	1	15	2	521	1606	17	35	81	不
5	1	6	1	15	3	553	1605	39	49	93	艮
5	1	6	1	15	4	603	1605	106	50	96	反
5	1	6	1	15	5	719	1606	21	49	96	应
5	1	6	1	15	6	0	0	2501	3528	94	】
5	1	6	1	15	7	771	1604	105	52	94	偶
5	1	6	1	15	8	0	0	2501	3528	93	见
5	1	6	1	15	9	889	1605	41	51	96	胃
5	1	6	1	15	10	941	1606	93	50	96	部
5	1	6	1	15	11	1029	1606	76	49	93	不
5	1	6	1	15	12	0	0	2501	3528	92	适
5	1	6	1	15	13	1114	1638	14	13	96	。
4	1	6	1	16	0	458	1680	782	52	-1	
5	1	6	1	16	1	458	1680	83	51	96	【
5	1	6	1	16	2	0	0	2501	3528	92	禁
5	1	6	1	16	3	0	0	2501	3528	73	ˇ
5	1	6	1	16	4	659	1682	48	49	11	忌
5	1	6	1	16	5	719	1681	21	49	85	】
5	1	6	1	16	6	770	1681	52	50	93	对
5	1	6	1	16	7	827	1680	50	52	96	本
5	1	6	1	16	8	887	1681	44	49	96	品
5	1	6	1	16	9	941	1680	50	50	96	过
5	1	6	1	16	10	998	1680	50	52	95	敏
5	1	6	1	16	11	1054	1681	49	50	96	者
5	1	6	1	16	12	1111	1680	103	51	85	禁
5	1	6	1	16	13	0	0	2501	3528	96	用
5	1	6	1	16	14	1228	1714	12	12	96	。
4	1	6	1	17	0	458	1754	1396	51	-1	
5	1	6	1	17	1	458	1754	50	49	96	【
5	1	6	1	17	2	507	1755	49	47	96	注
5	1	6	1	17	3	552	1754	83	51	96	意
5	1	6	1	17	4	632	1754	75	50	96	事
5	1	6	1	17	5	719	1755	20	48	96	项
5	1	6	1	17	6	773	1761	33	38	88	】1.
5	1	6	1	17	7	826	1755	50	48	91	避
5	1	6	1	17	8	886	1754	66	50	96	免
5	1	6	1	17	9	950	1754	83	50	96	与
5	1	6	1	17	10	1026	1755	56	49	76	氨
5	1	6	1	17	11	1082	1754	80	50	50	堆
5	1	6	1	17	12	0	0	2501	3528	96	酸
5	1	6	1	17	13	1168	1754	79	50	96	类
5	1	6	1	17	14	1245	1754	84	50	96	药
5	1	6	1	17	15	1339	1785	8	15	94	物
5	1	6	1	17	16	0	0	2501	3528	96	,
5	1	6	1	17	17	1389	1754	51	50	94	碱
5	1	6	1	17	18	1445	1754	79	51	96	类
5	1	6	1	17	19	1524	1755	84	50	95	药
5	1	6	1	17	20	1617	1757	11	47	96	物
5	1	6	1	17	21	1628	1756	61	48	93	同
5	1	6	1	17	22	1692	1755	50	49	91	时
5	1	6	1	17	23	1741	1755	87	50	92	使
5	1	6	1	17	24	0	0	2501	3528	94	用
5	1	6	1	17	25	1842	1787	12	13	88	。
4	1	6	1	18	0	770	1828	860	52	-1	
5	1	6	1	18	1	770	1835	35	39	91	2.
5	1	6	1	18	2	830	1829	77	50	95	当
5	1	6	1	18	3	906	1829	27	51	96	药
5	1	6	1	18	4	944	1830	59	49	95	品
5	1	6	1	18	5	1004	1828	45	52	96	性
5	1	6	1	18	6	1054	1829	51	50	96	状
5	1	6	1	18	7	1111	1828	85	51	96	发
5	1	6	1	18	8	1197	1840	20	36	96	生
5	1	6	1	18	9	1225	1828	105	51	96	改
5	1	6	1	18	10	1336	1835	30	38	93	变
5	1	6	1	18	11	1364	1829	20	51	91	时
5	1	6	1	18	12	1391	1829	69	51	82	禁
5	1	6	1	18	13	1468	1829	49	50	93	止
5	1	6	1	18	14	1517	1829	87	51	93	使
5	1	6	1	18	15	0	0	2501	3528	92	用
5	1	6	1	18	16	1617	1863	13	12	87	。
4	1	6	1	19	0	458	1904	1509	51	-1	
5	1	6	1	19	1	458	1905	53	48	96	【
5	1	6	1	19	2	506	1904	62	51	61	华
5	1	6	1	19	3	567	1910	26	43	96	妇
5	1	6	1	19	4	603	1907	70	47	96	及
5	1	6	1	19	5	674	1904	69	51	94	哺
5	1	6	1	19	6	745	1904	53	50	92	乳
5	1	6	1	19	7	788	1907	31	48	96	期
5	1	6	1	19	8	828	1904	47	50	92	妇
5	1	6	1	19	9	886	1904	48	50	77	女
5	1	6	1	19	10	941	1904	106	51	96	用
5	1	6	1	19	11	1059	1905	21	49	96	药
5	1	6	1	19	12	0	0	2501	3528	94	】
5	1	6	1	19	13	1111	1904	50	51	95	本
5	1	6	1	19	14	1171	1906	76	48	93	品
5	1	6	1	19	15	1246	1905	56	50	93	对
5	1	6	1	19	16	1296	1904	66	51	39	孝
5	1	6	1	19	17	1358	1911	24	42	96	妇
5	1	6	1	19	18	1392	1907	68	48	96	及
5	1	6	1	19	19	1461	1904	69	51	85	哺
5	1	6	1	19	20	1532	1906	20	48	96	乳
5	1	6	1	19	21	1557	1904	79	51	96	期
5	1	6	1	19	22	1636	1911	41	42	93	妇
5	1	6	1	19	23	1676	1905	98	50	88	女
5	1	6	1	19	24	0	0	2501	3528	96	安
5	1	6	1	19	25	1782	1904	50	50	96	全
5	1	6	1	19	26	1838	1905	84	50	93	有
5	1	6	1	19	27	1912	1905	31	49	85	效
5	1	6	1	19	28	1955	1938	12	13	96	。
4	1	6	1	20	0	458	1978	782	51	-1	
5	1	6	1	20	1	458	1978	19	49	77	【
5	1	6	1	20	2	490	1981	49	47	77	儿
5	1	6	1	20	3	545	1978	50	49	92	童
5	1	6	1	20	4	602	1978	104	51	96	用
5	1	6	1	20	5	719	1979	20	49	94	药
5	1	6	1	20	6	0	0	2501	3528	93	】
5	1	6	1	20	7	771	1981	49	48	90	儿
5	1	6	1	20	8	827	1978	50	49	96	童
5	1	6	1	20	9	884	1978	78	51	96	用
5	1	6	1	20	10	963	1978	51	51	92	药
5	1	6	1	20	11	1013	1978	34	50	96	请
5	1	6	1	20	12	1053	1978	106	50	83	遵
5	1	6	1	20	13	1169	1979	47	50	28	医
5	1	6	1	20	14	0	0	2501	3528	72	嘱
5	1	6	1	20	15	1228	2011	12	13	94	。
4	1	6	1	21	0	458	2053	893	52	-1	
5	1	6	1	21	1	458	2054	19	49	96	【
5	1	6	1	21	2	489	2053	50	50	96	老
5	1	6	1	21	3	545	2053	49	51	87	年
5	1	6	1	21	4	603	2053	103	52	96	用
5	1	6	1	21	5	719	2055	20	48	96	药
5	1	6	1	21	6	0	0	2501	3528	95	】
5	1	6	1	21	7	772	2053	50	50	96	老
5	1	6	1	21	8	828	2053	68	52	96	年
5	1	6	1	21	9	897	2055	35	49	92	患
5	1	6	1	21	10	941	2054	49	50	96	者
5	1	6	1	21	11	998	2054	81	50	96	用
5	1	6	1	21	12	1077	2054	50	50	96	药
5	1	6	1	21	13	1127	2053	34	51	96	请
5	1	6	1	21	14	1166	2053	104	50	92	遵
5	1	6	1	21	15	1281	2055	47	50	92	医
5	1	6	1	21	16	0	0	2501	3528	80	嘱
5	1	6	1	21	17	1338	2088	13	12	85	。
4	1	6	1	22	0	458	2128	1566	53	-1	
5	1	6	1	22	1	458	2129	56	50	96	【
5	1	6	1	22	2	511	2129	27	51	96	药
5	1	6	1	22	3	545	2129	80	51	96	物
5	1	6	1	22	4	627	2133	23	46	93	相
5	1	6	1	22	5	658	2129	73	51	92	互
5	1	6	1	22	6	730	2129	87	51	96	作
5	1	6	1	22	7	832	2130	20	49	96	用
5	1	6	1	22	8	0	0	2501	3528	96	】
5	1	6	1	22	9	883	2129	105	51	95	本
5	1	6	1	22	10	0	0	2501	3528	96	品
5	1	6	1	22	11	997	2129	50	50	83	避
5	1	6	1	22	12	1057	2128	58	51	96	免
5	1	6	1	22	13	1120	2129	38	51	96	与
5	1	6	1	22	14	1169	2128	48	52	82	氨
5	1	6	1	22	15	1225	2130	48	49	78	基
5	1	6	1	22	16	1280	2130	49	50	96	酸
5	1	6	1	22	17	1335	2129	78	51	95	类
5	1	6	1	22	18	1413	2129	82	52	94	药
5	1	6	1	22	19	1506	2163	12	13	94	物
5	1	6	1	22	20	0	0	2501	3528	96	、
5	1	6	1	22	21	1556	2128	52	52	95	碱
5	1	6	1	22	22	1614	2129	49	51	96	性
5	1	6	1	22	23	1670	2129	106	52	96	药
5	1	6	1	22	24	1786	2132	6	48	96	物
5	1	6	1	22	25	1794	2131	35	49	93	同
5	1	6	1	22	26	1840	2129	72	51	93	时
5	1	6	1	22	27	1910	2129	87	52	93	使
5	1	6	1	22	28	0	0	2501	3528	93	用
5	1	6	1	22	29	2011	2163	13	13	96	。
4	1	6	1	23	0	458	2202	1284	53	-1	
5	1	6	1	23	1	458	2203	54	50	96	【
5	1	6	1	23	2	512	2203	26	51	94	药
5	1	6	1	23	3	546	2202	105	52	96	物
5	1	6	1	23	4	658	2204	50	49	96	过
5	1	6	1	23	5	719	2204	20	49	93	量
5	1	6	1	23	6	0	0	2501	3528	95	】
5	1	6	1	23	7	770	2203	50	50	96	过
5	1	6	1	23	8	826	2204	80	49	96	量
5	1	6	1	23	9	908	2205	26	48	95	服
5	1	6	1	23	10	942	2204	46	50	95	用
5	1	6	1	23	11	999	2203	80	51	96	易
5	1	6	1	23	12	1075	2203	62	51	96	增
5	1	6	1	23	13	1140	2206	56	47	96	加
5	1	6	1	23	14	1199	2205	17	34	89	不
5	1	6	1	23	15	1231	2203	97	50	95	良
5	1	6	1	23	16	1335	2203	50	49	96	反
5	1	6	1	23	17	1394	2236	8	15	95	应
5	1	6	1	23	18	0	0	2501	3528	96	,
5	1	6	1	23	19	1446	2203	79	52	93	停
5	1	6	1	23	20	1525	2203	57	51	95	药
5	1	6	1	23	21	1585	2206	48	48	96	即
5	1	6	1	23	22	1634	2203	85	52	96	消
5	1	6	1	23	23	0	0	2501	3528	78	失
5	1	6	1	23	24	1730	2237	12	12	93	。
4	1	6	1	24	0	458	2278	1589	52	-1	
5	1	6	1	24	1	458	2278	54	50	96	【
5	1	6	1	24	2	512	2279	26	50	93	药
5	1	6	1	24	3	546	2278	104	51	96	理
5	1	6	1	24	4	658	2282	50	45	96	毒
5	1	6	1	24	5	720	2280	19	48	96	理
5	1	6	1	24	6	0	0	2501	3528	96	】
5	1	6	1	24	7	772	2278	70	52	96	本
5	1	6	1	24	8	841	2280	71	49	96	品
5	1	6	1	24	9	914	2280	22	49	96	具
5	1	6	1	24	10	946	2278	63	51	93	有
5	1	6	1	24	11	1010	2281	61	48	92	调
5	1	6	1	24	12	1071	2279	44	49	96	节
5	1	6	1	24	13	1124	2278	76	52	96	骨
5	1	6	1	24	14	1199	2278	90	52	96	代
5	1	6	1	24	15	1303	2311	8	15	76	谢
5	1	6	1	24	16	0	0	2501	3528	96	,
5	1	6	1	24	17	1359	2279	45	51	91	刺
5	1	6	1	24	18	1414	2278	50	52	95	激
5	1	6	1	24	19	1472	2279	108	51	96	成
5	1	6	1	24	20	1588	2280	47	49	96	骨
5	1	6	1	24	21	1648	2279	49	50	96	细
5	1	6	1	24	22	1706	2279	47	51	95	胞
5	1	6	1	24	23	1764	2279	49	50	96	增
5	1	6	1	24	24	1826	2312	9	15	96	殖
5	1	6	1	24	25	0	0	2501	3528	95	,
5	1	6	1	24	26	1880	2279	109	51	96	促
5	1	6	1	24	27	1998	2279	49	51	96	进
5	1	6	1	24	28	0	0	2501	3528	96	新
4	1	6	1	25	0	771	2354	1276	54	-1	
5	1	6	1	25	1	771	2355	75	50	96	骨
5	1	6	1	25	2	845	2355	92	49	96	形
5	1	6	1	25	3	951	2387	9	15	95	成
5	1	6	1	25	4	0	0	2501	3528	96	,
5	1	6	1	25	5	1010	2356	44	47	96	以
5	1	6	1	25	6	1066	2356	64	48	91	及
5	1	6	1	25	7	1129	2356	62	49	92	调
5	1	6	1	25	8	1192	2355	98	49	96	节
5	1	6	1	25	9	1302	2389	12	12	50	钜
5	1	6	1	25	10	0	0	2501	3528	96	、
5	1	6	1	25	11	1357	2355	76	50	96	磷
5	1	6	1	25	12	1432	2354	88	52	96	代
5	1	6	1	25	13	1534	2387	9	15	62	谢
5	1	6	1	25	14	0	0	2501	3528	95	,
5	1	6	1	25	15	1588	2355	86	53	96	增
5	1	6	1	25	16	1677	2364	19	41	96	加
5	1	6	1	25	17	1705	2355	80	50	96	骨
5	1	6	1	25	18	1785	2357	51	48	37	钪
5	1	6	1	25	19	1833	2356	86	49	96	沉
5	1	6	1	25	20	1921	2359	31	45	96	积
5	1	6	1	25	21	2000	2358	5	47	96	,
5	1	6	1	25	22	2006	2355	41	50	96	防
4	1	6	1	26	0	773	2429	411	50	-1	
5	1	6	1	26	1	773	2430	61	48	96	治
5	1	6	1	26	2	837	2429	40	50	96	骨
